timestamp,drone_id,latitude,longitude,altitude,battery_voltage,vibration,temperature,humidity,airspeed,yaw,pitch,roll
2026-06-26T10:03:40,DRONE-01,40.004564,-73.993458,165.0,19.44,2.75,20.0,56.6,6.8,358.4,-1.4,8.5
2026-06-26T10:03:45,DRONE-04,39.991489,-73.990944,94.1,19.07,6.22,21.3,53.5,4.3,349.9,3.7,-4.3
2026-06-26T10:03:50,DRONE-02,39.993402,-73.991345,130.2,19.8,7.58,30.8,53.5,17.8,259.8,5.0,11.1
2026-06-26T10:03:55,DRONE-02,40.001934,-74.008551,158.6,19.43,4.17,23.5,66.5,11.2,298.1,-10.6,-1.4
2026-06-26T10:04:00,DRONE-01,39.997677,-73.995931,141.5,18.51,4.78,21.4,54.6,17.0,153.7,1.3,-6.0
2026-06-26T10:04:05,DRONE-04,40.007323,-73.999849,100.8,18.41,3.31,26.5,65.9,12.5,205.4,-1.8,-7.2
2026-06-26T10:04:10,DRONE-05,39.994469,-73.996199,88.1,20.31,4.14,26.9,61.9,14.5,269.5,0.3,5.8
2026-06-26T10:04:15,DRONE-04,40.008612,-73.996329,83.1,19.48,2.39,19.5,46.3,14.5,217.9,-1.5,0.0
2026-06-26T10:04:20,DRONE-01,40.007659,-74.007953,100.3,16.62,1.81,31.6,38.3,13.2,197.6,11.8,0.5
2026-06-26T10:04:25,DRONE-05,40.000178,-74.013448,98.8,17.31,1.21,22.2,51.9,17.1,199.5,4.2,0.3
2026-06-26T10:04:30,DRONE-01,39.995242,-73.994705,130.7,16.98,1.49,18.0,52.2,13.5,31.5,7.0,-4.3
2026-06-26T10:04:35,DRONE-01,39.994533,-74.017852,90.5,17.87,2.22,25.1,62.9,11.2,85.7,13.4,3.4
2026-06-26T10:04:40,DRONE-04,40.011695,-73.992294,138.9,18.74,5.4,15.6,54.3,13.4,181.5,-4.0,-0.8
2026-06-26T10:04:45,DRONE-04,40.013141,-74.012224,129.5,17.78,2.92,25.1,66.4,8.1,317.4,6.4,-3.9
2026-06-26T10:04:50,DRONE-05,40.002327,-73.99045,139.2,19.18,3.0,27.9,46.7,5.6,164.8,-0.3,-1.2
2026-06-26T10:04:55,DRONE-01,39.982748,-73.996637,112.0,20.39,4.56,28.7,62.1,14.4,64.9,5.5,-3.5
2026-06-26T10:05:00,DRONE-04,39.994047,-74.000073,122.8,18.35,4.18,22.1,50.9,6.7,268.9,1.1,-1.6
2026-06-26T10:05:05,DRONE-05,39.995026,-73.993956,161.6,18.84,10.24,15.4,71.9,9.9,13.3,-2.8,-4.8
2026-06-26T10:05:10,DRONE-04,39.994101,-73.989674,94.1,18.52,0.2,23.0,39.2,7.8,26.0,-0.7,-3.3
2026-06-26T10:05:15,DRONE-01,40.006775,-73.995472,80.2,20.11,1.46,21.1,49.1,12.4,317.6,0.6,-7.2
2026-06-26T10:05:20,DRONE-03,40.008047,-74.003585,109.1,19.35,3.11,17.6,39.9,21.6,325.3,7.6,2.0
2026-06-26T10:05:25,DRONE-02,40.001589,-74.014004,106.6,18.24,6.69,19.8,60.2,10.3,49.9,-4.2,10.7
2026-06-26T10:05:30,DRONE-01,40.001365,-73.981187,149.3,20.51,5.46,21.2,56.5,8.3,251.5,-5.3,2.4
2026-06-26T10:05:35,DRONE-01,40.003801,-73.991501,123.2,18.67,5.82,20.1,43.1,17.1,129.2,-4.5,6.2
2026-06-26T10:05:40,DRONE-03,40.01704,-74.003527,100.9,17.58,1.56,15.5,48.9,5.5,317.2,-0.4,-3.6
2026-06-26T10:05:45,DRONE-02,40.00624,-74.018344,143.8,17.91,4.23,16.4,41.2,13.6,217.7,-1.3,8.1
2026-06-26T10:05:50,DRONE-02,39.996306,-73.987856,130.9,20.5,2.0,25.9,74.3,20.7,191.4,-0.1,1.3
2026-06-26T10:05:55,DRONE-01,40.002955,-74.00536,130.4,17.37,2.74,22.6,52.7,14.6,192.6,0.5,-6.2
2026-06-26T10:06:00,DRONE-03,39.992483,-73.990686,132.1,18.64,2.94,30.9,38.7,20.2,306.1,1.4,2.0
2026-06-26T10:06:05,DRONE-04,39.99802,-74.012762,150.2,19.82,0.2,20.1,46.5,9.5,352.3,5.6,5.2
2026-06-26T10:06:10,DRONE-01,39.994814,-74.008609,127.4,19.81,1.34,24.5,38.4,19.9,18.6,-4.4,8.3
2026-06-26T10:06:15,DRONE-03,40.012958,-73.974341,148.5,19.07,0.45,21.8,38.0,6.7,354.1,-3.9,9.0
2026-06-26T10:06:20,DRONE-02,39.997234,-73.997588,138.2,18.61,6.55,23.4,60.8,8.2,277.0,-4.2,2.3
2026-06-26T10:06:25,DRONE-04,40.023232,-73.992559,108.6,18.69,2.64,16.7,39.3,11.8,110.5,4.2,-6.8
2026-06-26T10:06:30,DRONE-02,40.017338,-73.987608,97.9,17.63,4.57,32.2,64.0,5.5,359.6,-2.4,-2.6
2026-06-26T10:06:35,DRONE-01,39.985412,-73.987246,78.3,18.32,3.36,20.5,55.4,13.8,283.7,1.6,-5.1
2026-06-26T10:06:40,DRONE-04,40.00448,-73.978344,140.7,17.25,4.19,21.7,71.6,0,355.1,3.0,-7.9
2026-06-26T10:06:45,DRONE-05,39.989424,-74.004545,145.3,18.46,2.26,24.0,54.2,11.7,273.4,-1.9,-0.3
2026-06-26T10:06:50,DRONE-01,40.004669,-74.005302,144.1,18.5,7.31,14.1,66.1,8.7,139.6,0.1,-4.1
2026-06-26T10:06:55,DRONE-05,40.014908,-73.991908,117.8,11.8,4.69,13.2,63.6,13.1,228.2,-0.7,2.9
2026-06-26T10:07:00,DRONE-05,40.018023,-73.999648,87.8,18.09,3.58,21.4,47.5,9.2,305.8,4.9,-7.9
2026-06-26T10:07:05,DRONE-05,39.989583,-73.991719,149.9,19.8,4.17,29.2,47.8,11.9,26.8,-1.9,5.9
2026-06-26T10:07:10,DRONE-03,40.008564,-73.999828,106.6,18.58,3.63,23.6,32.7,5.4,97.3,6.7,8.7
2026-06-26T10:07:15,DRONE-01,39.983071,-73.991793,149.7,16.2,2.36,18.1,54.1,14.4,14.5,0.6,0.5
2026-06-26T10:07:20,DRONE-04,40.002959,-73.98436,129.2,18.59,2.81,22.1,58.5,7.6,83.8,2.0,-7.1
2026-06-26T10:07:25,DRONE-01,39.989178,-74.002212,94.4,17.31,1.62,18.6,40.6,10.2,334.1,0.7,-8.9
2026-06-26T10:07:30,DRONE-02,40.00398,-74.009828,123.5,19.07,1.47,29.8,45.6,16.4,280.6,-2.4,3.9
2026-06-26T10:07:35,DRONE-03,40.007279,-73.999785,98.0,19.55,4.53,15.5,68.9,11.6,158.6,2.4,6.4
2026-06-26T10:07:40,DRONE-05,40.002092,-74.012596,135.2,17.48,3.61,22.1,52.6,7.2,172.9,-2.6,2.6
2026-06-26T10:07:45,DRONE-03,39.989789,-74.007436,123.5,20.83,2.36,10.1,51.3,10.6,105.4,-10.5,6.8
2026-06-26T10:07:50,DRONE-04,39.989064,-73.989338,91.6,16.06,3.11,16.0,60.6,14.8,23.1,1.5,4.6
2026-06-26T10:07:55,DRONE-01,40.001496,-74.005388,149.6,19.82,3.86,12.1,58.9,7.7,346.0,2.8,3.6
2026-06-26T10:08:00,DRONE-04,40.007012,-74.010153,82.3,17.99,3.85,21.1,60.9,17.9,103.9,2.5,5.4
2026-06-26T10:08:05,DRONE-04,40.006323,-73.983029,268.8,16.72,3.24,29.0,52.0,16.2,37.6,12.2,2.9
2026-06-26T10:08:10,DRONE-04,39.990466,-73.994965,154.2,19.21,3.68,6.6,25.9,11.7,4.4,-3.2,3.2
2026-06-26T10:08:15,DRONE-01,39.995199,-74.011642,168.7,17.81,4.17,25.0,53.3,13.7,76.1,4.6,2.6
2026-06-26T10:08:20,DRONE-03,40.003284,-74.001878,152.7,18.28,5.47,21.6,48.5,15.0,125.9,5.6,5.6
2026-06-26T10:08:25,DRONE-05,39.976365,-74.020956,105.5,19.37,4.48,24.7,46.4,6.5,354.2,-0.8,10.8
2026-06-26T10:08:30,DRONE-04,40.002919,-73.990975,105.4,19.99,2.9,21.4,65.1,13.7,205.6,0.9,-1.3
2026-06-26T10:08:35,DRONE-05,40.003989,-73.98645,92.0,17.04,4.13,21.9,54.1,10.4,158.1,-17.9,-1.9
2026-06-26T10:08:40,DRONE-01,40.004906,-73.989693,125.0,18.66,2.81,13.1,65.5,8.7,294.0,7.4,-1.1
2026-06-26T10:08:45,DRONE-05,39.99736,-74.004817,111.9,18.99,0.25,22.0,49.8,14.3,99.3,-4.2,1.6
2026-06-26T10:08:50,DRONE-04,40.008271,-73.994247,98.6,16.57,2.72,15.8,41.8,12.2,260.9,4.7,-5.3
2026-06-26T10:08:55,DRONE-02,40.011833,-73.997622,129.5,19.19,3.1,23.1,56.0,17.9,321.4,-2.3,7.5
2026-06-26T10:09:00,DRONE-03,39.994832,-73.996649,162.6,17.49,6.23,28.6,49.9,8.8,213.2,7.6,2.1
2026-06-26T10:09:05,DRONE-05,40.014583,-73.99946,93.3,18.26,6.34,24.0,72.9,10.5,69.2,-5.9,-1.8
2026-06-26T10:09:10,DRONE-02,39.989915,-74.012046,102.0,18.86,4.27,13.5,62.2,15.4,297.9,3.1,-2.6
2026-06-26T10:09:15,DRONE-02,39.992193,-73.99413,116.1,18.0,3.92,19.6,51.5,11.0,47.1,0.7,4.3
2026-06-26T10:09:20,DRONE-03,39.989722,-74.012346,149.9,16.92,2.03,23.8,48.6,15.9,230.0,5.9,5.2
2026-06-26T10:09:25,DRONE-05,39.998525,-74.006873,140.9,18.81,2.71,23.3,65.8,13.0,210.6,-5.3,-0.6
2026-06-26T10:09:30,DRONE-02,39.993874,-73.990061,123.0,16.88,0.91,21.1,53.4,7.3,33.8,13.1,-3.9
2026-06-26T10:09:35,DRONE-05,40.013565,-73.994326,145.2,18.53,4.2,23.9,51.8,20.7,359.5,-4.3,2.4
2026-06-26T10:09:40,DRONE-04,40.020668,-74.005139,79.6,17.35,4.26,20.7,71.8,7.8,171.6,3.8,2.1
2026-06-26T10:09:45,DRONE-01,40.007031,-74.025446,127.6,18.34,3.21,16.2,61.9,12.3,275.3,3.6,2.6
2026-06-26T10:09:50,DRONE-05,40.007413,-73.992499,127.5,19.01,3.88,25.6,59.3,12.1,229.0,0.9,4.9
2026-06-26T10:09:55,DRONE-01,40.012664,-73.975628,140.3,22.0,4.35,12.0,46.0,6.2,11.2,7.1,2.1
2026-06-26T10:10:00,DRONE-01,39.977755,-73.984197,131.9,17.59,1.55,12.6,49.4,9.4,138.6,2.3,-1.5
2026-06-26T10:10:05,DRONE-01,40.006145,-73.997369,111.7,18.86,1.26,22.4,48.2,15.7,258.6,3.5,3.3
2026-06-26T10:10:10,DRONE-03,40.009677,-73.991586,146.8,17.14,11.03,28.7,44.0,11.8,348.9,2.0,-7.4
2026-06-26T10:10:15,DRONE-05,39.980804,-73.979857,96.5,18.92,6.78,31.5,56.4,11.9,266.9,5.1,-1.9
2026-06-26T10:10:20,DRONE-01,40.007284,-73.996362,121.1,17.89,6.04,17.0,61.6,15.6,282.3,5.0,-1.4
2026-06-26T10:10:25,DRONE-01,39.998454,-73.996379,109.1,20.47,5.77,12.0,73.1,9.3,310.7,1.1,4.0
2026-06-26T10:10:30,DRONE-02,39.993226,-74.001538,123.8,20.12,0.91,15.2,52.1,9.1,314.0,-11.3,-5.9
2026-06-26T10:10:35,DRONE-04,40.009288,-74.00899,96.2,17.33,3.12,19.3,32.9,9.3,67.6,0.3,-11.8
2026-06-26T10:10:40,DRONE-02,40.016788,-73.991879,112.6,19.62,4.04,19.4,52.6,22.3,317.1,-10.0,-0.2
2026-06-26T10:10:45,DRONE-03,40.00313,-74.017701,93.2,17.66,3.2,18.1,52.4,17.1,330.6,-6.7,2.5
2026-06-26T10:10:50,DRONE-05,39.992785,-73.999202,135.3,17.9,0.41,16.6,62.0,11.3,103.2,8.0,-1.8
2026-06-26T10:10:55,DRONE-03,40.004728,-73.971353,130.4,17.37,3.41,13.2,52.8,11.5,40.5,0.7,-6.1
2026-06-26T10:11:00,DRONE-01,39.986031,-74.009896,92.6,19.58,4.65,14.6,63.4,9.3,114.6,4.7,0.9
2026-06-26T10:11:05,DRONE-05,39.999999,-73.992266,111.7,17.07,5.41,16.4,44.5,24.3,108.1,3.1,-7.2
2026-06-26T10:11:10,DRONE-05,40.013623,-73.994417,80.2,18.15,4.21,13.5,49.6,15.1,256.1,5.4,-3.8
2026-06-26T10:11:15,DRONE-02,39.993651,-74.004019,120.9,17.13,3.59,22.0,49.2,10.0,92.3,-1.4,9.9
2026-06-26T10:11:20,DRONE-01,39.980591,-73.998402,100.0,18.89,1.47,18.8,33.8,8.5,229.6,-1.7,-3.6
2026-06-26T10:11:25,DRONE-05,40.005021,-73.986939,112.2,19.95,3.18,18.5,52.8,10.2,204.9,-1.5,-0.1
2026-06-26T10:11:30,DRONE-04,39.994992,-74.001858,81.3,16.5,3.65,23.4,61.6,16.4,278.4,-4.6,7.5
2026-06-26T10:11:35,DRONE-03,40.001298,-74.005559,135.3,17.62,4.81,21.1,63.2,10.4,5.7,2.8,8.3
2026-06-26T10:11:40,DRONE-01,39.982183,-74.003136,113.4,17.74,0.25,22.3,51.2,15.1,274.3,8.9,-4.8
2026-06-26T10:11:45,DRONE-01,40.00146,-73.990909,133.6,17.72,0.24,19.9,55.1,11.8,276.5,0.8,4.6
2026-06-26T10:11:50,DRONE-01,40.001436,-74.00673,115.4,19.75,3.04,16.2,56.8,10.8,53.9,1.4,-3.3
2026-06-26T10:11:55,DRONE-05,40.005153,-73.992255,147.3,19.02,2.83,20.5,65.7,9.0,209.1,1.7,-6.1
2026-06-26T10:12:00,DRONE-01,39.98973,-73.98186,152.3,20.15,3.1,21.9,58.3,11.9,97.9,-3.1,-0.4
2026-06-26T10:12:05,DRONE-03,39.994896,-73.993718,144.9,17.42,2.71,21.3,41.7,8.4,245.1,4.7,1.4
2026-06-26T10:12:10,DRONE-05,39.996693,-73.980198,98.5,16.73,5.66,17.5,61.1,7.1,114.4,1.1,2.6
2026-06-26T10:12:15,DRONE-05,40.007771,-73.992706,126.6,17.15,0.2,27.0,50.4,12.9,140.7,-5.1,1.8
2026-06-26T10:12:20,DRONE-04,39.999117,-74.000725,145.6,19.59,5.63,19.7,61.8,15.5,185.1,7.3,-4.6
2026-06-26T10:12:25,DRONE-03,40.001417,-74.005065,109.5,18.98,1.52,18.1,46.7,12.2,243.4,6.9,1.9
2026-06-26T10:12:30,DRONE-02,39.993456,-73.995351,163.2,17.45,2.77,20.4,57.1,11.2,275.7,0.3,3.9
2026-06-26T10:12:35,DRONE-03,40.005833,-73.978528,122.3,19.93,3.5,16.7,60.3,9.4,106.4,-3.2,3.9
2026-06-26T10:12:40,DRONE-03,40.010374,-73.998923,111.6,16.45,5.14,16.3,58.2,12.3,151.2,-6.9,10.0
2026-06-26T10:12:45,DRONE-02,40.003692,-74.010834,139.2,16.58,3.69,17.3,51.3,14.4,115.1,4.9,-4.1
2026-06-26T10:12:50,DRONE-05,40.003657,-74.001356,145.0,19.69,4.09,18.3,58.8,8.2,39.1,8.1,-2.0
2026-06-26T10:12:55,DRONE-03,39.986777,-73.96889,133.9,18.38,3.27,9.5,39.4,9.1,353.6,11.3,0.6
2026-06-26T10:13:00,DRONE-05,40.006569,-73.998417,105.1,18.14,5.98,19.1,65.9,15.1,138.3,8.8,-5.1
2026-06-26T10:13:05,DRONE-01,40.002327,-73.98778,115.6,17.64,3.18,15.7,60.9,20.7,137.3,-3.9,-1.9
2026-06-26T10:13:10,DRONE-04,39.997268,-73.986687,125.7,19.35,6.55,18.3,56.1,14.2,75.6,6.8,-4.0
2026-06-26T10:13:15,DRONE-01,40.004954,-73.993388,184.2,18.26,4.88,23.5,69.2,15.1,251.0,0.3,6.5
2026-06-26T10:13:20,DRONE-03,39.994784,-73.986889,122.2,18.77,3.53,7.3,72.4,7.6,337.8,-4.2,-4.9
2026-06-26T10:13:25,DRONE-04,40.009906,-73.995294,136.4,16.5,6.01,12.3,58.9,14.2,354.4,-3.2,-4.5
2026-06-26T10:13:30,DRONE-01,39.988514,-74.002127,149.1,19.65,2.29,22.8,56.1,13.5,73.9,-1.5,0.1
2026-06-26T10:13:35,DRONE-04,39.98827,-74.018729,81.0,19.54,1.3,11.8,61.5,17.1,45.4,2.0,-1.4
2026-06-26T10:13:40,DRONE-05,39.998903,-74.009171,94.4,19.77,0.2,21.1,65.8,13.2,133.9,3.7,-7.2
2026-06-26T10:13:45,DRONE-02,39.999568,-74.021581,142.8,17.87,6.57,21.4,42.1,17.8,175.1,5.2,1.3
2026-06-26T10:13:50,DRONE-05,39.99402,-74.012718,85.8,13.34,3.82,19.7,62.4,12.7,83.8,2.9,9.1
2026-06-26T10:13:55,DRONE-02,40.003468,-74.009619,98.8,19.12,4.39,10.7,28.6,16.2,131.6,-6.0,-0.7
2026-06-26T10:14:00,DRONE-03,39.992076,-74.012326,103.2,17.82,4.3,27.0,59.5,8.9,358.3,-4.2,10.5
2026-06-26T10:14:05,DRONE-04,39.981094,-74.012127,114.6,20.1,5.73,16.9,49.0,6.8,294.6,4.9,2.1
2026-06-26T10:14:10,DRONE-04,40.010085,-73.9834,109.0,18.5,5.31,16.8,56.9,15.0,292.4,-2.1,-2.5
2026-06-26T10:14:15,DRONE-04,39.992082,-73.999448,78.3,18.91,1.72,32.5,59.5,18.5,184.2,-5.0,-2.0
2026-06-26T10:14:20,DRONE-01,39.996978,-73.994113,134.2,18.7,3.2,15.5,41.1,14.2,307.3,4.6,-2.7
2026-06-26T10:14:25,DRONE-02,40.000141,-73.997834,138.7,18.97,5.77,21.4,48.4,17.5,349.6,0.1,3.2
2026-06-26T10:14:30,DRONE-03,39.995212,-73.980174,118.6,18.69,3.97,21.0,61.4,8.2,238.0,0.7,-4.1
2026-06-26T10:14:35,DRONE-05,39.997806,-74.010033,106.3,17.82,2.53,20.7,52.4,9.2,151.7,4.2,5.8
2026-06-26T10:14:40,DRONE-03,39.990625,-74.011306,77.4,19.56,4.59,22.1,54.8,8.7,295.0,2.9,-2.4
2026-06-26T10:14:45,DRONE-02,40.009381,-74.018826,91.6,19.83,5.04,24.1,68.7,13.1,307.2,2.8,0.9
2026-06-26T10:14:50,DRONE-01,40.001443,-73.985917,128.6,19.15,2.21,21.8,49.3,13.1,304.1,-2.8,-1.2
2026-06-26T10:14:55,DRONE-03,39.982166,-74.005278,101.2,17.72,0.2,20.1,51.4,6.4,146.5,-4.4,3.0
2026-06-26T10:15:00,DRONE-02,39.989084,-73.992582,140.0,19.75,3.72,29.5,58.3,12.1,119.4,1.7,-4.5
2026-06-26T10:15:05,DRONE-03,40.005843,-74.010237,81.9,18.3,5.7,17.1,46.1,11.9,221.1,3.0,4.9
2026-06-26T10:15:10,DRONE-04,39.999115,-74.002045,87.1,19.71,5.29,30.1,50.4,12.7,111.5,-1.9,-3.6
2026-06-26T10:15:15,DRONE-02,40.001345,-73.994602,89.7,19.8,11.05,17.3,49.4,3.0,70.0,2.8,-2.9
2026-06-26T10:15:20,DRONE-03,39.980845,-73.995718,142.8,19.35,3.07,12.8,67.9,11.0,27.0,-1.2,-0.5
2026-06-26T10:15:25,DRONE-03,40.012245,-73.996562,157.3,15.78,5.02,3.5,60.5,16.7,212.1,7.8,-2.9
2026-06-26T10:15:30,DRONE-01,39.984863,-73.986504,59.3,17.1,3.74,19.7,60.3,8.6,272.4,-4.4,4.1
2026-06-26T10:15:35,DRONE-05,40.019156,-73.994054,122.4,15.25,4.78,18.0,65.2,10.3,64.1,6.2,0.6
2026-06-26T10:15:40,DRONE-03,40.018438,-73.984354,137.3,17.08,1.8,13.1,53.1,6.8,333.6,-4.1,7.3
2026-06-26T10:15:45,DRONE-04,40.001498,-74.002645,163.2,16.18,4.93,19.7,50.3,13.6,128.2,-0.2,0.6
2026-06-26T10:15:50,DRONE-04,39.993627,-73.994949,113.8,19.66,1.4,21.7,42.5,21.6,60.7,-6.5,2.2
2026-06-26T10:15:55,DRONE-01,39.996152,-74.004761,112.1,17.63,2.14,15.1,67.8,9.6,214.8,-5.3,1.9
2026-06-26T10:16:00,DRONE-03,40.003836,-73.994073,90.0,17.48,0.78,23.3,61.5,15.5,307.7,-3.3,1.8
2026-06-26T10:16:05,DRONE-01,40.001485,-73.995718,138.1,18.11,6.48,15.1,45.7,14.9,189.3,2.9,-3.7
2026-06-26T10:16:10,DRONE-03,40.004318,-73.998154,329.2,19.48,3.25,16.5,53.7,9.6,226.8,0.8,3.7
2026-06-26T10:16:15,DRONE-03,39.999846,-73.987299,109.7,17.18,0.34,27.6,67.9,11.4,111.6,1.7,5.4
2026-06-26T10:16:20,DRONE-05,40.003324,-74.009927,111.3,18.24,5.5,23.1,77.3,13.0,306.7,3.9,-3.6
2026-06-26T10:16:25,DRONE-03,40.011366,-74.011749,115.1,19.86,5.66,16.9,56.3,11.2,211.6,7.0,-0.8
2026-06-26T10:16:30,DRONE-01,39.978923,-74.002324,113.6,18.31,6.04,10.1,51.5,10.4,162.5,4.4,2.3
2026-06-26T10:16:35,DRONE-02,39.99668,-74.004942,141.1,20.22,1.82,17.4,40.9,11.5,59.7,-2.0,3.1
2026-06-26T10:16:40,DRONE-03,40.016973,-74.005703,145.3,18.05,3.83,21.8,37.8,12.1,91.7,4.5,1.3
2026-06-26T10:16:45,DRONE-03,40.004645,-73.98583,87.1,19.54,6.44,17.9,44.0,14.6,296.1,-5.4,-2.5
2026-06-26T10:16:50,DRONE-01,40.017827,-74.013929,114.3,17.7,1.73,21.1,45.9,16.8,290.9,-0.1,4.2
2026-06-26T10:16:55,DRONE-02,40.005686,-73.995628,117.6,18.83,4.29,17.0,68.5,11.4,52.8,3.5,-6.2
